epoch,loss
1040,0.022647
1041,0.022625
1042,0.022603
1043,0.022582
1044,0.02256
1045,0.022538
1046,0.022516
1047,0.022494
1048,0.022473
1049,0.022451
1050,0.022429
1051,0.022408
1052,0.022386
1053,0.022365
1054,0.022343
1055,0.022322
1056,0.0223
1057,0.022279
1058,0.022258
1059,0.022236
1060,0.022215
1061,0.022194
1062,0.022173
1063,0.022152
1064,0.02213
1065,0.022109
1066,0.022088
1067,0.022067
1068,0.022047
1069,0.022026
1070,0.022005
1071,0.021984
1072,0.021963
1073,0.021943
1074,0.021922
1075,0.021901
1076,0.021881
1077,0.02186
1078,0.021839
1079,0.021819
1080,0.021799
1081,0.021778
1082,0.021758
1083,0.021737
1084,0.021717
1085,0.021697
1086,0.021677
1087,0.021656
1088,0.021636
1089,0.021616
1090,0.021596
1091,0.021576
1092,0.021556
1093,0.021536
1094,0.021516
1095,0.021496
1096,0.021476
1097,0.021456
1098,0.021437
1099,0.021417
1100,0.021397
1101,0.021377
1102,0.021358
1103,0.021338
1104,0.021319
1105,0.021299
1106,0.021279
1107,0.02126
1108,0.021241
1109,0.021221
1110,0.021202
1111,0.021182
1112,0.021163
1113,0.021144
1114,0.021125
1115,0.021105
1116,0.021086
1117,0.021067
1118,0.021048
1119,0.021029
1120,0.02101
1121,0.020991
1122,0.020972
1123,0.020953
1124,0.020934
1125,0.020915
1126,0.020897
1127,0.020878
1128,0.020859
1129,0.02084
1130,0.020822
1131,0.020803
1132,0.020784
1133,0.020766
1134,0.020747
1135,0.020729
1136,0.02071
1137,0.020692
1138,0.020673
1139,0.020655
1140,0.020636
1141,0.020618
1142,0.0206
1143,0.020581
1144,0.020563
1145,0.020545
1146,0.020527
1147,0.020509
1148,0.020491
1149,0.020473
1150,0.020454
1151,0.020436
1152,0.020418
1153,0.020401
1154,0.020383
1155,0.020365
1156,0.020347
1157,0.020329
1158,0.020311
1159,0.020293
1160,0.020276
1161,0.020258
1162,0.02024
1163,0.020223
1164,0.020205
1165,0.020187
1166,0.02017
1167,0.020152
1168,0.020135
1169,0.020117
1170,0.0201
1171,0.020083
1172,0.020065
1173,0.020048
1174,0.020031
1175,0.020013
1176,0.019996
1177,0.019979
1178,0.019962
1179,0.019944
1180,0.019927
1181,0.01991
1182,0.019893
1183,0.019876
1184,0.019859
1185,0.019842
1186,0.019825
1187,0.019808
1188,0.019791
1189,0.019774
1190,0.019757
1191,0.019741
1192,0.019724
1193,0.019707
1194,0.01969
1195,0.019673
1196,0.019657
1197,0.01964
1198,0.019624
1199,0.019607
1200,0.01959
1200,0.01959
1201,0.019574
1202,0.019557
1203,0.019541
1204,0.019524
1205,0.019508
1206,0.019491
1207,0.019475
1208,0.019459
1209,0.019442
1210,0.019426
1211,0.01941
1212,0.019394
1213,0.019377
1214,0.019361
1215,0.019345
1216,0.019329
1217,0.019313
1218,0.019297
1219,0.019281
1220,0.019264
1221,0.019248
1222,0.019232
1223,0.019217
1224,0.019201
1225,0.019185
1226,0.019169
1227,0.019153
1228,0.019137
1229,0.019121
1230,0.019106
1231,0.01909
1232,0.019074
1233,0.019058
1234,0.019043
1235,0.019027
1236,0.019011
1237,0.018996
1238,0.01898
1239,0.018965
1240,0.018949
1241,0.018934
1242,0.018918
1243,0.018903
1244,0.018887
1245,0.018872
1246,0.018857
1247,0.018841
1248,0.018826
1249,0.018811
1250,0.018795
1251,0.01878
1252,0.018765
1253,0.01875
1254,0.018734
1255,0.018719
1256,0.018704
1257,0.018689
1258,0.018674
1259,0.018659
1260,0.018644
1261,0.018629
1262,0.018614
1263,0.018599
1264,0.018584
1265,0.018569
1266,0.018554
1267,0.018539
1268,0.018524
1269,0.01851
1270,0.018495
1271,0.01848
1272,0.018465
1273,0.018451
1274,0.018436
1275,0.018421
1276,0.018407
1277,0.018392
1278,0.018377
1279,0.018363
1280,0.018348
1281,0.018334
1282,0.018319
1283,0.018305
1284,0.01829
1285,0.018276
1286,0.018261
1287,0.018247
1288,0.018232
1289,0.018218
1290,0.018204
1291,0.018189
1292,0.018175
1293,0.018161
1294,0.018147
1295,0.018132
1296,0.018118
1297,0.018104
1298,0.01809
1299,0.018076
1300,0.018062
1301,0.018047
1302,0.018033
1303,0.018019
1304,0.018005
1305,0.017991
1306,0.017977
1307,0.017963
1308,0.017949
1309,0.017935
1310,0.017921
1311,0.017908
1312,0.017894
1313,0.01788
1314,0.017866
1315,0.017852
1316,0.017838
1317,0.017825
1318,0.017811
1319,0.017797
1320,0.017784
1321,0.01777
1322,0.017756
1323,0.017743
1324,0.017729
1325,0.017715
1326,0.017702
1327,0.017688
1328,0.017675
1329,0.017661
1330,0.017648
1331,0.017634
1332,0.017621
1333,0.017607
1334,0.017594
1335,0.017581
1336,0.017567
1337,0.017554
1338,0.017541
1339,0.017527
1340,0.017514
1341,0.017501
1342,0.017487
1343,0.017474
1344,0.017461
1345,0.017448
1346,0.017435
1347,0.017421
1348,0.017408
1349,0.017395
1350,0.017382
1351,0.017369
1352,0.017356
1353,0.017343
1354,0.01733
1355,0.017317
1356,0.017304
1357,0.017291
1358,0.017278
1359,0.017265
1360,0.017252
1361,0.017239
1362,0.017227
1363,0.017214
1364,0.017201
1365,0.017188
1366,0.017175
1367,0.017163
1368,0.01715
1369,0.017137
1370,0.017124
1371,0.017112
1372,0.017099
1373,0.017086
1374,0.017074
1375,0.017061
1376,0.017048
1377,0.017036
1378,0.017023
1379,0.017011
1380,0.016998
1381,0.016986
1382,0.016973
1383,0.016961
1384,0.016948
1385,0.016936
1386,0.016923
1387,0.016911
1388,0.016899
1389,0.016886
1390,0.016874
1391,0.016862
1392,0.016849
1393,0.016837
1394,0.016825
1395,0.016813
1396,0.0168
1397,0.016788
1398,0.016776
1399,0.016764
1400,0.016751
1400,0.016751
1401,0.016739
1402,0.016727
1403,0.016715
1404,0.016703
1405,0.016691
1406,0.016679
1407,0.016667
1408,0.016655
1409,0.016643
1410,0.016631
1411,0.016619
1412,0.016607
1413,0.016595
1414,0.016583
1415,0.016571
1416,0.016559
1417,0.016547
1418,0.016535
1419,0.016524
1420,0.016512
1421,0.0165
1422,0.016488
1423,0.016476
1424,0.016465
1425,0.016453
1426,0.016441
1427,0.016429
1428,0.016418
1429,0.016406
1430,0.016394
1431,0.016383
1432,0.016371
1433,0.016359
1434,0.016348
1435,0.016336
1436,0.016325
1437,0.016313
1438,0.016302
1439,0.01629
1440,0.016279
1441,0.016267
1442,0.016256
1443,0.016244
1444,0.016233
1445,0.016221
1446,0.01621
1447,0.016199
1448,0.016187
1449,0.016176
1450,0.016164
1451,0.016153
1452,0.016142
1453,0.016131
1454,0.016119
1455,0.016108
1456,0.016097
1457,0.016086
1458,0.016074
1459,0.016063
1460,0.016052
1461,0.016041
1462,0.01603
1463,0.016018
1464,0.016007
1465,0.015996
1466,0.015985
1467,0.015974
1468,0.015963
1469,0.015952
1470,0.015941
1471,0.01593
1472,0.015919
1473,0.015908
1474,0.015897
1475,0.015886
1476,0.015875
1477,0.015864
1478,0.015853
1479,0.015842
1480,0.015831
1481,0.015821
1482,0.01581
1483,0.015799
1484,0.015788
1485,0.015777
1486,0.015766
1487,0.015756
1488,0.015745
1489,0.015734
1490,0.015723
1491,0.015713
1492,0.015702
1493,0.015691
1494,0.015681
1495,0.01567
1496,0.015659
1497,0.015649
1498,0.015638
1499,0.015627
1500,0.015617
1501,0.015606
1502,0.015596
1503,0.015585
1504,0.015575
1505,0.015564
1506,0.015553
1507,0.015543
1508,0.015533
1509,0.015522
1510,0.015512
1511,0.015501
1512,0.015491
1513,0.01548
1514,0.01547
1515,0.01546
1516,0.015449
1517,0.015439
1518,0.015428
1519,0.015418
1520,0.015408
1521,0.015397
1522,0.015387
1523,0.015377
1524,0.015367
1525,0.015356
1526,0.015346
1527,0.015336
1528,0.015326
1529,0.015316
1530,0.015305
1531,0.015295
1532,0.015285
1533,0.015275
1534,0.015265
1535,0.015255
1536,0.015245
1537,0.015234
1538,0.015224
1539,0.015214
1540,0.015204
1541,0.015194
1542,0.015184
1543,0.015174
1544,0.015164
1545,0.015154
1546,0.015144
1547,0.015134
1548,0.015124
1549,0.015114
1550,0.015105
1551,0.015095
1552,0.015085
1553,0.015075
1554,0.015065
1555,0.015055
1556,0.015045
1557,0.015035
1558,0.015026
1559,0.015016
1560,0.015006
1561,0.014996
1562,0.014987
1563,0.014977
1564,0.014967
1565,0.014957
1566,0.014948
1567,0.014938
1568,0.014928
1569,0.014919
1570,0.014909
1571,0.014899
1572,0.01489
1573,0.01488
1574,0.01487
1575,0.014861
1576,0.014851
1577,0.014842
1578,0.014832
1579,0.014822
1580,0.014813
1581,0.014803
1582,0.014794
1583,0.014784
1584,0.014775
1585,0.014765
1586,0.014756
1587,0.014746
1588,0.014737
1589,0.014728
1590,0.014718
1591,0.014709
1592,0.014699
1593,0.01469
1594,0.014681
1595,0.014671
1596,0.014662
1597,0.014652
1598,0.014643
1599,0.014634
1600,0.014625
1600,0.014625
1601,0.014615
1602,0.014606
1603,0.014597
1604,0.014587
1605,0.014578
1606,0.014569
1607,0.01456
1608,0.014551
1609,0.014541
1610,0.014532
1611,0.014523
1612,0.014514
1613,0.014505
1614,0.014495
1615,0.014486
1616,0.014477
1617,0.014468
1618,0.014459
1619,0.01445
1620,0.014441
1621,0.014432
1622,0.014423
1623,0.014414
1624,0.014405
1625,0.014396
1626,0.014387
1627,0.014378
1628,0.014369
1629,0.01436
1630,0.014351
1631,0.014342
1632,0.014333
1633,0.014324
1634,0.014315
1635,0.014306
1636,0.014297
1637,0.014288
1638,0.014279
1639,0.014271
1640,0.014262
1641,0.014253
1642,0.014244
1643,0.014235
1644,0.014226
1645,0.014218
1646,0.014209
1647,0.0142
1648,0.014191
1649,0.014183
1650,0.014174
1651,0.014165
1652,0.014156
1653,0.014148
1654,0.014139
1655,0.01413
1656,0.014122
1657,0.014113
1658,0.014104
1659,0.014096
1660,0.014087
1661,0.014078
1662,0.01407
1663,0.014061
1664,0.014052
1665,0.014044
1666,0.014035
1667,0.014027
1668,0.014018
1669,0.01401
1670,0.014001
1671,0.013993
1672,0.013984
1673,0.013976
1674,0.013967
1675,0.013959
1676,0.01395
1677,0.013942
1678,0.013933
1679,0.013925
1680,0.013916
1681,0.013908
1682,0.013899
1683,0.013891
1684,0.013883
1685,0.013874
1686,0.013866
1687,0.013858
1688,0.013849
1689,0.013841
1690,0.013833
1691,0.013824
1692,0.013816
1693,0.013808
1694,0.013799
1695,0.013791
1696,0.013783
1697,0.013774
1698,0.013766
1699,0.013758
1700,0.01375
1701,0.013742
1702,0.013733
1703,0.013725
1704,0.013717
1705,0.013709
1706,0.013701
1707,0.013692
1708,0.013684
1709,0.013676
1710,0.013668
1711,0.01366
1712,0.013652
1713,0.013644
1714,0.013635
1715,0.013627
1716,0.013619
1717,0.013611
1718,0.013603
1719,0.013595
1720,0.013587
1721,0.013579
1722,0.013571
1723,0.013563
1724,0.013555
1725,0.013547
1726,0.013539
1727,0.013531
1728,0.013523
1729,0.013515
1730,0.013507
1731,0.013499
1732,0.013491
1733,0.013483
1734,0.013475
1735,0.013468
1736,0.01346
1737,0.013452
1738,0.013444
1739,0.013436
1740,0.013428
1741,0.01342
1742,0.013412
1743,0.013405
1744,0.013397
1745,0.013389
1746,0.013381
1747,0.013373
1748,0.013366
1749,0.013358
1750,0.01335
1751,0.013342
1752,0.013335
1753,0.013327
1754,0.013319
1755,0.013311
1756,0.013304
1757,0.013296
1758,0.013288
1759,0.013281
1760,0.013273
1761,0.013265
1762,0.013258
1763,0.01325
1764,0.013242
1765,0.013235
1766,0.013227
1767,0.013219
1768,0.013212
1769,0.013204
1770,0.013197
1771,0.013189
1772,0.013181
1773,0.013174
1774,0.013166
1775,0.013159
1776,0.013151
1777,0.013144
1778,0.013136
1779,0.013129
1780,0.013121
1781,0.013114
1782,0.013106
1783,0.013099
1784,0.013091
1785,0.013084
1786,0.013076
1787,0.013069
1788,0.013061
1789,0.013054
1790,0.013047
1791,0.013039
1792,0.013032
1793,0.013024
1794,0.013017
1795,0.01301
1796,0.013002
1797,0.012995
1798,0.012987
1799,0.01298
1800,0.012973
1800,0.012973
1801,0.012965
1802,0.012958
1803,0.012951
1804,0.012944
1805,0.012936
1806,0.012929
1807,0.012922
1808,0.012914
1809,0.012907
1810,0.0129
1811,0.012893
1812,0.012885
1813,0.012878
1814,0.012871
1815,0.012864
1816,0.012856
1817,0.012849
1818,0.012842
1819,0.012835
1820,0.012828
1821,0.012821
1822,0.012813
1823,0.012806
1824,0.012799
1825,0.012792
1826,0.012785
1827,0.012778
1828,0.012771
1829,0.012763
1830,0.012756
1831,0.012749
1832,0.012742
1833,0.012735
1834,0.012728
1835,0.012721
1836,0.012714
1837,0.012707
1838,0.0127
1839,0.012693
1840,0.012686
1841,0.012679
1842,0.012672
1843,0.012665
1844,0.012658
1845,0.012651
1846,0.012644
1847,0.012637
1848,0.01263
1849,0.012623
1850,0.012616
1851,0.012609
1852,0.012602
1853,0.012595
1854,0.012588
1855,0.012581
1856,0.012575
1857,0.012568
1858,0.012561
1859,0.012554
1860,0.012547
1861,0.01254
1862,0.012533
1863,0.012526
1864,0.01252
1865,0.012513
1866,0.012506
1867,0.012499
1868,0.012492
1869,0.012486
1870,0.012479
1871,0.012472
1872,0.012465
1873,0.012458
1874,0.012452
1875,0.012445
1876,0.012438
1877,0.012431
1878,0.012425
1879,0.012418
1880,0.012411
1881,0.012404
1882,0.012398
1883,0.012391
1884,0.012384
1885,0.012378
1886,0.012371
1887,0.012364
1888,0.012358
1889,0.012351
1890,0.012344
1891,0.012338
1892,0.012331
1893,0.012324
1894,0.012318
1895,0.012311
1896,0.012305
1897,0.012298
1898,0.012291
1899,0.012285
1900,0.012278
1901,0.012272
1902,0.012265
1903,0.012259
1904,0.012252
1905,0.012245
1906,0.012239
1907,0.012232
1908,0.012226
1909,0.012219
1910,0.012213
1911,0.012206
1912,0.0122
1913,0.012193
1914,0.012187
1915,0.01218
1916,0.012174
1917,0.012167
1918,0.012161
1919,0.012154
1920,0.012148
1921,0.012142
1922,0.012135
1923,0.012129
1924,0.012122
1925,0.012116
1926,0.01211
1927,0.012103
1928,0.012097
1929,0.01209
1930,0.012084
1931,0.012078
1932,0.012071
1933,0.012065
1934,0.012059
1935,0.012052
1936,0.012046
1937,0.01204
1938,0.012033
1939,0.012027
1940,0.012021
1941,0.012014
1942,0.012008
1943,0.012002
1944,0.011995
1945,0.011989
1946,0.011983
1947,0.011977
1948,0.01197
1949,0.011964
1950,0.011958
1951,0.011952
1952,0.011945
1953,0.011939
1954,0.011933
1955,0.011927
1956,0.011921
1957,0.011914
1958,0.011908
1959,0.011902
1960,0.011896
1961,0.01189
1962,0.011883
1963,0.011877
1964,0.011871
1965,0.011865
1966,0.011859
1967,0.011853
1968,0.011847
1969,0.01184
1970,0.011834
1971,0.011828
1972,0.011822
1973,0.011816
1974,0.01181
1975,0.011804
1976,0.011798
1977,0.011792
1978,0.011786
1979,0.01178
1980,0.011773
1981,0.011767
1982,0.011761
1983,0.011755
1984,0.011749
1985,0.011743
1986,0.011737
1987,0.011731
1988,0.011725
1989,0.011719
1990,0.011713
1991,0.011707
1992,0.011701
1993,0.011695
1994,0.011689
1995,0.011683
1996,0.011677
1997,0.011671
1998,0.011666
1999,0.01166
